Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
Nico Mannion,2019-20,Arizona,Pac-12,FR,32,32,32.3,4.5,11.5,.392,2.8,6.4,.444,1.7,5.1,.327,3.3,4.2,.797,0.3,2.3,2.5,5.3,1.2,0.0,2.6,1.7,14.0,,8.40
Isaiah Joe,2018-19,Arkansas,SEC,FR,34,34,30.1,4.4,10.5,.413,1.0,2.5,.412,3.3,8.0,.414,1.8,2.4,.756,0.6,2.1,2.8,1.7,1.5,0.1,1.2,1.9,13.9,,8.78
Isaiah Joe,2019-20,Arkansas,SEC,SO,26,25,36.1,5.1,13.8,.367,1.5,3.3,.447,3.6,10.6,.342,3.1,3.5,.890,0.5,3.6,4.1,1.7,1.4,0.3,1.7,1.8,16.9,,7.27
Skylar Mays,2016-17,LSU,SEC,FR,31,25,22.9,2.7,6.5,.411,2.0,4.5,.449,0.7,2.1,.328,2.2,2.7,.812,0.5,1.7,2.2,3.6,1.3,0.1,2.2,1.8,8.3,,8.69
Skylar Mays,2017-18,LSU,SEC,SO,33,30,31.1,3.8,8.5,.443,2.4,4.5,.527,1.4,4.1,.351,2.3,2.8,.837,0.5,3.5,4.0,2.9,1.6,0.2,1.7,1.6,11.3,,8.02
Skylar Mays,2018-19,LSU,SEC,JR,35,35,33.1,4.1,9.7,.421,2.5,4.7,.537,1.6,5.0,.313,3.7,4.3,.860,0.4,2.9,3.3,2.1,1.9,0.2,1.2,1.7,13.4,,9.16
Skylar Mays,2019-20,LSU,SEC,SR,31,31,34.4,5.5,11.1,.491,3.8,7.0,.548,1.6,4.1,.394,4.2,4.9,.854,0.5,4.5,5.0,3.2,1.8,0.2,2.3,1.7,16.7,,7.20
Justinian Jessup,2016-17,Boise State,MWC,FR,32,31,23.6,2.4,6.4,.377,0.8,2.0,.429,1.6,4.4,.355,1.0,1.3,.767,0.4,2.4,2.8,1.4,1.0,0.3,1.2,1.9,7.4,,2.72
Justinian Jessup,2017-18,Boise State,MWC,SO,32,25,29.5,3.9,8.4,.465,1.1,2.3,.486,2.8,6.2,.457,1.0,1.2,.795,0.4,4.3,4.7,1.8,1.3,0.6,1.3,2.2,11.6,,3.05
Justinian Jessup,2018-19,Boise State,MWC,JR,33,32,35.5,5.1,11.5,.445,2.5,5.1,.488,2.6,6.4,.410,1.2,1.6,.731,0.5,4.0,4.5,2.7,1.1,0.5,1.3,2.3,14.0,,1.08
Justinian Jessup,2019-20,Boise State,MWC,SR,32,32,36.0,5.4,12.6,.426,2.3,4.9,.471,3.1,7.7,.397,2.2,2.3,.959,1.0,3.5,4.4,2.1,1.4,0.5,1.3,2.2,16.0,,4.39
Cassius Winston,2016-17,Michigan State,Big Ten,FR,35,5,20.7,2.2,5.2,.423,1.4,3.2,.450,0.8,2.0,.380,1.6,2.0,.775,0.2,1.7,1.8,5.2,0.7,0.1,2.2,2.1,6.7,,10.50
Cassius Winston,2017-18,Michigan State,Big Ten,SO,35,34,28.1,4.1,8.1,.507,1.9,3.7,.519,2.1,4.3,.497,2.3,2.6,.900,0.2,3.2,3.4,6.9,0.7,0.1,2.5,2.0,12.6,,7.10
Cassius Winston,2018-19,Michigan State,Big Ten,JR,39,39,33.5,6.2,13.5,.460,4.1,8.1,.502,2.2,5.4,.398,4.2,5.0,.840,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9,18.8,,12.34
Cassius Winston,2019-20,Michigan State,Big Ten,SR,30,30,32.7,6.2,13.8,.448,3.7,8.1,.459,2.4,5.6,.432,3.8,4.5,.852,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0,18.6,,10.76
Cassius Stanley,2019-20,Duke,ACC,FR,29,29,27.4,4.4,9.3,.474,3.3,6.3,.527,1.1,3.0,.360,2.7,3.6,.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6,,8.00
Grant Riller,2016-17,College of Charleston,CAA,FR,35,27,27.0,4.5,9.3,.486,3.5,6.1,.568,1.1,3.3,.333,2.9,3.7,.798,0.4,1.7,2.1,1.2,0.9,0.2,1.3,1.7,13.1,,-0.19
Grant Riller,2017-18,College of Charleston,CAA,SO,33,32,33.6,7.0,12.8,.545,5.3,8.5,.621,1.7,4.3,.394,2.9,4.0,.729,0.4,2.4,2.8,2.0,1.3,0.4,1.9,2.1,18.6,,-3.29
Grant Riller,2018-19,College of Charleston,CAA,JR,33,33,35.5,8.0,14.9,.538,6.6,10.6,.621,1.4,4.2,.329,4.5,5.6,.806,0.6,2.8,3.4,4.1,1.2,0.1,2.4,1.7,21.9,,-2.95
Grant Riller,2019-20,College of Charleston,CAA,SR,31,31,33.5,7.3,14.7,.499,5.8,10.5,.554,1.5,4.2,.362,5.7,6.9,.827,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3,21.9,,-0.84
Reggie Perry,2018-19,Mississippi State,SEC,FR,34,18,23.9,3.5,6.9,.502,3.1,5.8,.546,0.3,1.1,.282,2.4,3.4,.716,2.6,4.6,7.2,0.6,0.6,0.7,1.5,2.9,9.7,,9.07
Reggie Perry,2019-20,Mississippi State,SEC,SO,31,31,31.1,5.9,11.8,.500,5.2,9.5,.542,0.7,2.3,.324,4.8,6.3,.768,3.1,6.9,10.1,2.3,0.8,1.2,2.9,3.1,17.4,,6.96
Paul Reed,2017-18,DePaul,Big East,FR,28,1,9.9,1.5,3.0,.518,1.4,2.5,.580,0.1,0.5,.214,0.4,0.7,.579,1.0,2.1,3.1,0.4,0.5,0.5,0.5,1.8,3.6,,8.45
Paul Reed,2018-19,DePaul,Big East,SO,36,28,26.9,4.9,8.7,.562,4.5,7.7,.583,0.4,1.0,.405,2.1,2.8,.770,2.7,5.8,8.5,0.9,1.1,1.5,1.8,2.6,12.3,,4.05
Paul Reed,2019-20,DePaul,Big East,JR,29,29,31.7,6.3,12.2,.516,5.7,10.4,.551,0.6,1.8,.308,2.0,2.8,.738,3.3,7.4,10.7,1.6,1.9,2.6,2.3,3.0,15.1,,8.95
Jalen Harris,2016-17,Louisiana Tech,CUSA,FR,27,2,22.9,3.9,8.8,.447,2.8,5.3,.531,1.1,3.5,.319,2.0,2.2,.883,0.8,2.3,3.1,1.6,0.8,0.3,1.6,1.5,10.9,,-4.35
Jalen Harris,2017-18,Louisiana Tech,CUSA,SO,11,11,25.1,4.9,10.3,.478,3.5,7.0,.494,1.5,3.3,.444,4.0,4.8,.830,0.7,3.6,4.4,2.4,1.1,0.3,2.5,2.0,15.3,,-0.12
Jalen Harris,2018-19-RS,Nevada,MWC,Transfer
Jalen Harris,2019-20,Nevada,MWC,JR,30,30,33.0,7.5,16.7,.446,5.2,10.6,.495,2.2,6.2,.362,4.5,5.5,.823,0.8,5.7,6.5,3.9,1.1,0.1,2.4,2.3,21.7,,4.14
Sam Merrill,2016-17,Utah State,MWC,FR,30,18,26.7,3.3,7.4,.450,1.8,4.0,.450,1.5,3.4,.451,1.2,1.4,.878,0.4,2.7,3.1,3.3,1.0,0.2,1.0,2.6,9.4,,2.46
Sam Merrill,2017-18,Utah State,MWC,SO,34,33,35.4,5.6,11.2,.504,2.8,5.0,.553,2.9,6.2,.464,2.1,2.5,.849,0.2,3.1,3.3,3.1,1.0,0.2,1.8,2.2,16.3,,2.65
Sam Merrill,2018-19,Utah State,MWC,JR,35,35,35.3,6.5,14.1,.461,4.1,7.6,.534,2.5,6.5,.376,5.4,5.9,.909,0.3,3.6,3.9,4.2,1.1,0.3,1.9,2.5,20.9,,0.89
Sam Merrill,2019-20,Utah State,MWC,SR,32,32,35.0,6.1,13.2,.461,3.3,6.4,.515,2.8,6.8,.410,4.7,5.3,.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3,19.7,,4.04
Zion Williamson,2018-19,Duke,ACC,FR,33,33,30.0,9.0,13.2,.680,8.2,11.0,.747,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,,11.98
Ja Morant,2017-18,Murray State,OVC,FR,32,32,34.0,4.2,9.1,.459,3.3,6.3,.525,0.8,2.8,.307,3.5,4.3,.806,1.7,4.8,6.5,6.3,0.9,0.4,2.5,2.0,12.7,,-3.53
Ja Morant,2018-19,Murray State,OVC,SO,33,33,36.6,8.0,16.1,.499,6.3,11.3,.556,1.7,4.8,.363,6.7,8.2,.813,1.2,4.5,5.7,10.0,1.8,0.8,5.2,1.5,24.5,,-3.11
RJ Barrett,2018-19,Duke,ACC,FR,38,38,35.3,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,,11.98
De'Andre Hunter,2016-17-RS,Virginia,ACC,
De'Andre Hunter,2017-18,Virginia,ACC,FR,33,0,19.9,3.2,6.5,.488,2.5,4.8,.525,0.6,1.7,.382,2.2,3.0,.755,1.2,2.4,3.5,1.1,0.6,0.4,0.9,1.8,9.2,,9.05
De'Andre Hunter,2018-19,Virginia,ACC,SO,38,38,32.5,5.4,10.4,.520,4.2,7.6,.550,1.2,2.8,.438,3.2,4.1,.783,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,,10.15
Darius Garland,2018-19,Vanderbilt,SEC,FR,5,5,27.8,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,,7.79
Jarrett Culver,2017-18,Texas Tech,Big 12,FR,37,20,26.4,3.9,8.6,.455,2.4,4.7,.514,1.5,3.9,.382,1.9,2.9,.648,1.1,3.7,4.8,1.8,1.1,0.7,1.5,2.1,11.2,,9.60
